property_name,propery_id,breadcrumbs,price,image_url,description,location,property_type,bathrooms,bedrooms
വില്ലയിലെ വൈബ് അത് വേറെ തന്നെ,1736112406,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,വില്ലയിലെ വൈബ് അത് വേറെ തന്നെ","{'amount': '28,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/qds8quajsd4h2-IN/image,https://apollo.olx.in:443/v1/files/ub9a1gzb047n1-IN/image,https://apollo.olx.in:443/v1/files/9fcdwybc12ct3-IN/image,https://apollo.olx.in:443/v1/files/nmom919fewsy-IN/image,https://apollo.olx.in:443/v1/files/lkg0we5ohydw2-IN/image,https://apollo.olx.in:443/v1/files/rut02rpxv9qw2-IN/image,https://apollo.olx.in:443/v1/files/lzekpzflbckz-IN/image,https://apollo.olx.in:443/v1/files/nqyuzim8d6fn3-IN/image,https://apollo.olx.in:443/v1/files/5ch9fb3jcw1p3-IN/image,https://apollo.olx.in:443/v1/files/uh536fg2w6jp1-IN/image",വീടുകളെ സംബന്ധിച്ചിടത്തോളം വില്ലകൾ കുറച്ചുകൂടി സുരക്ഷിതത്വം നൽകുന്നതും കൂടുതൽ അമിനിറ്റുകൾ നമുക്ക് ഉപയോഗിക്കാൻ കഴിയുന്നതും ആണ്. സ്ത്രീകളും കുട്ടികളും മാത്രമാവുന്ന സമയത്തൊക്കെ തന്നെ വില്ല കൂടുതൽ സുരക്ഷിതത്വം നിങ്ങൾ കുറച്ചു നൽകുന്നു. അപ്പോൾ അത്തരം വില്ലകൾ  ഏതെല്ലാം എന്ന് നമുക്ക് നോക്കാം,"Thondayad,Kozhikode,Kerala",Houses & Villas,3,3
സുന്ദരി വീടിനു വീട്ടമ്മയെ തേടുന്നു,1736111718,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,സുന്ദരി വീടിനു വീട്ടമ്മയെ തേടുന്നു","{'amount': '22,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/mf00zlv9do8x1-IN/image,https://apollo.olx.in:443/v1/files/0tiasrzbziif2-IN/image,https://apollo.olx.in:443/v1/files/16h823hh903x-IN/image,https://apollo.olx.in:443/v1/files/vbjvc760phia1-IN/image,https://apollo.olx.in:443/v1/files/wga420s5ubm-IN/image,https://apollo.olx.in:443/v1/files/ynz0p3zezadu2-IN/image,https://apollo.olx.in:443/v1/files/7b0vi1mff8co1-IN/image,https://apollo.olx.in:443/v1/files/4t6y0xdpj8w93-IN/image,https://apollo.olx.in:443/v1/files/xx9orojjva282-IN/image,https://apollo.olx.in:443/v1/files/qanb970vn1f41-IN/image,https://apollo.olx.in:443/v1/files/jisaiuo6u6bu2-IN/image,https://apollo.olx.in:443/v1/files/ou0ebn9yfiy03-IN/image,https://apollo.olx.in:443/v1/files/2gyz3oz45ljz1-IN/image,https://apollo.olx.in:443/v1/files/nbkrm4i5bb002-IN/image",മികച്ച ഒരു സൗന്ദര്യമുള്ള ഒരു വീട്ടിൽ താമസിക്കുവാൻ തന്നെയായിരിക്കും നമ്മളെല്ലാവരും ആഗ്രഹിക്കുന്നത് അത്തരമൊരു ഗൃഹാതുരത്വം നൽകുന്ന ഒരു പ്രോപ്പർട്ടിയാണ് ഇത്,"Thondayad,Kozhikode,Kerala",Houses & Villas,3,3
ചില ഫ്ലാറ്റുകൾ നാം അറിയാതെ നമ്മളെ ആ വീട്ടുകാരാക്കും,1735102969,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,ചില ഫ്ലാറ്റുകൾ നാം അറിയാതെ നമ്മളെ ആ വീട്ടുകാരാക്കും","{'amount': '20,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/hakboolmzejl2-IN/image,https://apollo.olx.in:443/v1/files/vqn3fjzf1iqv2-IN/image,https://apollo.olx.in:443/v1/files/1vribbc0fh69-IN/image,https://apollo.olx.in:443/v1/files/iu1su9toqr89-IN/image","നല്ല അടിപൊളി 3 ബെഡ്റൂം ഉള്ള ഒരു ഫ്ലാറ്റിൽ അങ്ങോട്ട് നിന്നാലോ?

അതും കേരളത്തിൽ തന്നെ ഏറ്റവും മികച്ച കമ്യൂണിറ്റിയിൽ.","Thondayad,Kozhikode,Kerala",Apartments,2,2
സുന്ദരി ഫ്ലാറ്റിൽ നിന്നാലോ,1735101907,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,സുന്ദരി ഫ്ലാറ്റിൽ നിന്നാലോ","{'amount': '22,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/i05lylutqm132-IN/image,https://apollo.olx.in:443/v1/files/wptxupv6aojl3-IN/image,https://apollo.olx.in:443/v1/files/i2n4n8g647n91-IN/image,https://apollo.olx.in:443/v1/files/jqwj1f0qx8ov3-IN/image,https://apollo.olx.in:443/v1/files/38roj6h84854-IN/image,https://apollo.olx.in:443/v1/files/2rjy9yhio7ki3-IN/image",കടന്ന് വരൂ ചേട്ടാ,"Thondayad,Kozhikode,Kerala",Apartments,2,2
3bhk semi furnished flat for rent at Thondayad bypass,1616812515,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,3bhk semi furnished flat for rent at Thondayad bypass","{'amount': '28,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/5pjkz273her62-IN/image,https://apollo.olx.in:443/v1/files/zm1cy0pim1wx1-IN/image,https://apollo.olx.in:443/v1/files/wqkjhajxn9f51-IN/image,https://apollo.olx.in:443/v1/files/jwdn95hkmmwn1-IN/image,https://apollo.olx.in:443/v1/files/3suog3eb5ifg1-IN/image,https://apollo.olx.in:443/v1/files/2pptm0pwtuek2-IN/image,https://apollo.olx.in:443/v1/files/7g8swdqimtcp-IN/image,https://apollo.olx.in:443/v1/files/l0eh52g9jvmi3-IN/image",3bhk semi furnished flat for rent at Thondayad bypass,"Thondayad,Kozhikode,Kerala",Apartments,3,3
1 bhk fully furnished flat for rent at Thondayad bypass,1587367558,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,1 bhk fully furnished flat for rent at Thondayad bypass","{'amount': '22,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/bfxp5f8hdiuu3-IN/image,https://apollo.olx.in:443/v1/files/6wcnqbr7kzmf-IN/image,https://apollo.olx.in:443/v1/files/ztzjr5k1ut7o1-IN/image,https://apollo.olx.in:443/v1/files/v2c0zq9o5syi1-IN/image,https://apollo.olx.in:443/v1/files/4j6011wtd03w3-IN/image,https://apollo.olx.in:443/v1/files/xgy83xcp9rvm-IN/image,https://apollo.olx.in:443/v1/files/31rilvqc4rul-IN/image,https://apollo.olx.in:443/v1/files/0l15dcutuaft-IN/image,https://apollo.olx.in:443/v1/files/n4e1gpqc3ldv3-IN/image,https://apollo.olx.in:443/v1/files/r708dju31vyz2-IN/image,https://apollo.olx.in:443/v1/files/mv39v0apohb83-IN/image,https://apollo.olx.in:443/v1/files/erfwcdviyv9l-IN/image,https://apollo.olx.in:443/v1/files/oks851eoagyr2-IN/image,https://apollo.olx.in:443/v1/files/nsewgop24p2z1-IN/image,https://apollo.olx.in:443/v1/files/rsfpc9rrfqlp-IN/image","30 Amenities 

Lift 

Security","Thondayad,Kozhikode,Kerala",Apartments,2,1
"Furnished 1brhk for small family, single bachelor",1764183912,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Bilathikulam,Furnished 1brhk for small family, single bachelor","{'amount': '12,500', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/mjmgog70lyxc3-IN/image,https://apollo.olx.in:443/v1/files/6ldxitxvjenr-IN/image,https://apollo.olx.in:443/v1/files/8ha0i4t0nf0m2-IN/image,https://apollo.olx.in:443/v1/files/wqpn5kni62ek1-IN/image,https://apollo.olx.in:443/v1/files/qshpczd9ktcv-IN/image,https://apollo.olx.in:443/v1/files/fxurfzff62bw2-IN/image,https://apollo.olx.in:443/v1/files/enzli85wp3dy1-IN/image,https://apollo.olx.in:443/v1/files/6sk490pm55py-IN/image,https://apollo.olx.in:443/v1/files/upmfxhpgkaa22-IN/image,https://apollo.olx.in:443/v1/files/8nm7jng6qdlj1-IN/image,https://apollo.olx.in:443/v1/files/8al0qjn28jbl1-IN/image,https://apollo.olx.in:443/v1/files/39niv575h8rw-IN/image,https://apollo.olx.in:443/v1/files/xjtsxg7uztda3-IN/image,https://apollo.olx.in:443/v1/files/sysbylde8e8a2-IN/image","You can Come with clothes only. Fully Furnished all new furniture suitable for newly married,1brhk ground floor parking security waste disposal etc for, small family, single bachelor","Bilathikulam,Kozhikode,Kerala",Apartments,1,1
Studio fully furnished flat for rent at Calicut,1580640766,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Studio fully furnished flat for rent at Calicut","{'amount': '19,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/qgl2t81ptnpv1-IN/image,https://apollo.olx.in:443/v1/files/6l3zyzmu24us2-IN/image,https://apollo.olx.in:443/v1/files/6rafhy21wvgo-IN/image,https://apollo.olx.in:443/v1/files/f23b4xok8ymn3-IN/image,https://apollo.olx.in:443/v1/files/u3bmrwzgs22w-IN/image,https://apollo.olx.in:443/v1/files/efx3lftk32xp2-IN/image,https://apollo.olx.in:443/v1/files/qw1wunkf6hx5-IN/image,https://apollo.olx.in:443/v1/files/ot7i1jz85csq1-IN/image,https://apollo.olx.in:443/v1/files/typfc463adj9-IN/image,https://apollo.olx.in:443/v1/files/9i5rpdduualk3-IN/image,https://apollo.olx.in:443/v1/files/qf9czoayembm2-IN/image,https://apollo.olx.in:443/v1/files/hftuvpgz631q-IN/image,https://apollo.olx.in:443/v1/files/cd50746zvqa2-IN/image,https://apollo.olx.in:443/v1/files/w4a2tjhibxoe-IN/image",Studio fully furnished flat for rent at Calicut,"Thondayad,Kozhikode,Kerala",Apartments,1,1
2 bedroom independent house for rent in near West Hill Chungam,1766607057,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in West Hill Chungam,2 bedroom independent house for rent in near West Hill Chungam","{'amount': '13,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/jzuzp19ih3lp2-IN/image,"2 bedroom independent house for rent in near West Hill Chungam.

Available to families only.

Rent Rs 13000 per month & deposit Rs 50000.

Genuine clients can contact for details and site visit.

SERVICE CHARGES AS APPLICABLE.","West Hill Chungam,Kozhikode,Kerala",Houses & Villas,1,2
Relaxed ആയി ഇരിക്കാൻ നല്ല ഫ്ലാറ്റ് നോക്കി എടുക്കു,1739382320,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Relaxed ആയി ഇരിക്കാൻ നല്ല ഫ്ലാറ്റ് നോക്കി എടുക്കു","{'amount': '28,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/8uftwfaykhc22-IN/image,https://apollo.olx.in:443/v1/files/a2aoia7msl5p1-IN/image",Get your appointment with brokees,"Thondayad,Kozhikode,Kerala",Apartments,2,2
Best space for your home,1739394412,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Best space for your home","{'amount': '20,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/yemwifldz5wp1-IN/image,https://apollo.olx.in:443/v1/files/sqgxx7nwcah02-IN/image,https://apollo.olx.in:443/v1/files/sf3m52p8bmul1-IN/image,https://apollo.olx.in:443/v1/files/iblghfajy9gv1-IN/image",Get your appointment with brokees now,"Thondayad,Kozhikode,Kerala",Apartments,2,2
Peace ആയിട്ടുള്ള ഫ്ലാറ്റ് നോക്കാം,1739382634,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Peace ആയിട്ടുള്ള ഫ്ലാറ്റ് നോക്കാം","{'amount': '23,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/19vepj45r2tj2-IN/image,https://apollo.olx.in:443/v1/files/bjlg2i152qbj-IN/image,https://apollo.olx.in:443/v1/files/fw07nwa49dct1-IN/image",Get your appointment with brokees now,"Thondayad,Kozhikode,Kerala",Apartments,3,3
കാലി ഫ്ലാറ്റ് നോക്കി എടുക്കാം,1739372467,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,കാലി ഫ്ലാറ്റ് നോക്കി എടുക്കാം","{'amount': '26,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/3t74qfvw4wvt2-IN/image,https://apollo.olx.in:443/v1/files/69x4kshztla73-IN/image,https://apollo.olx.in:443/v1/files/dpw7pmga6v1v2-IN/image,https://apollo.olx.in:443/v1/files/sd7n2jv1xhyj2-IN/image",Get your appointment now,"Thondayad,Kozhikode,Kerala",Apartments,3,3
3 BHK FIRST FLOOR FOR RENT AT POTTAMMAL,1766673775,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Pottammal,3 BHK FIRST FLOOR FOR RENT AT POTTAMMAL","{'amount': '18,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/3kq9zhpij1ed-IN/image,https://apollo.olx.in:443/v1/files/osltfe98vuo32-IN/image,https://apollo.olx.in:443/v1/files/8mmfphrzkdta3-IN/image,https://apollo.olx.in:443/v1/files/fhmg3xp9lgtm3-IN/image,https://apollo.olx.in:443/v1/files/i60926xcfcx12-IN/image,https://apollo.olx.in:443/v1/files/9nbx3vvzq41b3-IN/image,https://apollo.olx.in:443/v1/files/lds6ottd3x5s-IN/image,https://apollo.olx.in:443/v1/files/i0sqmjwhqwkp3-IN/image,https://apollo.olx.in:443/v1/files/xe956eafvt0d-IN/image,https://apollo.olx.in:443/v1/files/38c5hnwqgxiv3-IN/image,https://apollo.olx.in:443/v1/files/khx2h6uliaee2-IN/image,https://apollo.olx.in:443/v1/files/21uh61we17oj-IN/image,https://apollo.olx.in:443/v1/files/99u94tp9con2-IN/image,https://apollo.olx.in:443/v1/files/9c0kr563tiuo-IN/image","This is a 3 BHK individual house just 150 meters from Pottammal Junction Kozhikode. Ground floor occupied by Owner.  Car park and one scooter parking space avavailable. Two bed rooms are attached. One big hall cum dining, Kitchen, grilled work area available. Corporation water. Villa located at Ullas Nagar just behind the house of Dr.Bhat, eye specialist. 2 Kms from Baby Memorial hospital and 3 Kms to Kozhikode Medical College. 5 KMs from Railway Station.","Pottammal,Kozhikode,Kerala",Houses & Villas,2,3
"3BHK Luxury Furnished Flat For Rent at Thondayad, Calicut (MD)",1765792144,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,3BHK Luxury Furnished Flat For Rent at Thondayad, Calicut (MD)","{'amount': '40,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/txx1s91y6zr2-IN/image,"Are you looking for a Branded Flat ?

Here it is !

3Bhk  Luxury Furnished Flat Available For Rent ,

1800 sq.ft Furnished Flat for Rent at Thondayad ,Calicut

Total Rent : 40,000/-

It hosts all the amenities and all the facilities are nearby the city.

*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-

* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-

* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-

*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-

* kottuli ,2bhk , 1000sq.ft,semi , 23000/-

*calicut Beach , 3bhk, 1600sq.ft,26000/-

* YMC , 1bhk, 700sq.ft semi,25000/-

* methoott Thazham 2bhk 800sq.ft semi , 16500/-

*pottammal, 3bhk , furnshed,25000/-

* East Hill, 3Bhk, Semi Furbished,23000/-

""Note : Image shown are only for business purpose , actual building / Land may differ.""

For More details, Contact:

Big Deals Realtors

4th Floor , Hilite Business Park , Palazhy - Calicut -

About Us :

Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.

We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.

We Provide the following Specialised Features :

* Hassle free Documentation

* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property

* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","Thondayad,Kozhikode,Kerala",Apartments,3,3
4bhk Fully furnished flat for rent at Calicut,1573301826,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,4bhk Fully furnished flat for rent at Calicut","{'amount': '58,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/oxqurm37bd3h3-IN/image,https://apollo.olx.in:443/v1/files/699v11s10ypp-IN/image,https://apollo.olx.in:443/v1/files/ap8e9ep56vs03-IN/image,https://apollo.olx.in:443/v1/files/6p7mk57h49f13-IN/image,https://apollo.olx.in:443/v1/files/9j0re07a79xu2-IN/image,https://apollo.olx.in:443/v1/files/n1jvwirokku13-IN/image,https://apollo.olx.in:443/v1/files/dh6jkrsa5mss-IN/image,https://apollo.olx.in:443/v1/files/iavgcjdmxkx1-IN/image,https://apollo.olx.in:443/v1/files/3kevzgjf5ndt1-IN/image,https://apollo.olx.in:443/v1/files/qhm64a2vilr21-IN/image","All Amenities

carparking","Thondayad,Kozhikode,Kerala",Apartments,5,4
